1.829 		 0.0005
1.865 		 0.00051
1.902 		 0.00052
1.938 		 0.00053
1.975 		 0.00054
2.012 		 0.00055
2.048 		 0.00056
2.085 		 0.00057
2.122 		 0.00058
2.158 		 0.00059
2.195 		 0.0006
2.231 		 0.00061
2.268 		 0.00062
2.305 		 0.00063
2.341 		 0.00064
2.378 		 0.00065
2.415 		 0.00066
2.451 		 0.00067
2.488 		 0.00068
2.525 		 0.00069
2.561 		 0.0007
2.598 		 0.00071
2.634 		 0.00072
2.671 		 0.00073
2.708 		 0.00074
2.744 		 0.00075
2.781 		 0.00076
2.818 		 0.00077
2.854 		 0.00078
2.891 		 0.00079
2.927 		 0.0008
2.964 		 0.00081
3.001 		 0.00082
3.037 		 0.00083
3.074 		 0.00084
3.111 		 0.00085
3.147 		 0.00086
3.184 		 0.00087
3.22 		 0.00088
3.257 		 0.00089
3.294 		 0.0009
3.33 		 0.00091
3.367 		 0.00092
3.404 		 0.00093
3.44 		 0.00094
3.477 		 0.00095
3.513 		 0.00096
3.55 		 0.00097
3.587 		 0.00098
3.623 		 0.00099
3.66 		 0.001
3.697 		 0.00101
3.733 		 0.00102
3.77 		 0.00103
3.806 		 0.00104
3.843 		 0.00105
3.88 		 0.00106
3.916 		 0.00107
3.953 		 0.00108
3.99 		 0.00109
4.026 		 0.0011
4.063 		 0.00111
4.099 		 0.00112
4.136 		 0.00113
4.173 		 0.00114
4.209 		 0.00115
4.246 		 0.00116
4.283 		 0.00117
4.319 		 0.00118
4.356 		 0.00119
4.393 		 0.0012
4.429 		 0.00121
4.466 		 0.00122
4.502 		 0.00123
4.539 		 0.00124
4.576 		 0.00125
4.612 		 0.00126
4.649 		 0.00127
4.686 		 0.00128
4.722 		 0.00129
4.759 		 0.0013
4.795 		 0.00131
4.832 		 0.00132
4.869 		 0.00133
4.905 		 0.00134
4.942 		 0.00135
4.979 		 0.00136
5.015 		 0.00137
